:wmc,:dit,:noc,:cbo,:rfc,:lcom,:ca,:ce,:npm,:lcom3,:loc,:dam,:moa,:mfa,:cam,:ic,:cbm,:amc,:max_cc,:avg_cc,:bug
3.0,4.0,0.0,38.0,38.0,3.0,3.0,35.0,2.0,2.0,220.0,0.0,0.0,0.88235295,0.46666667,2.0,2.0,72.333336,4.0,1.6666666,0.0
2.0,6.0,4.0,8.0,4.0,1.0,4.0,4.0,2.0,2.0,9.0,0.0,0.0,0.95652175,0.6666667,1.0,1.0,3.5,1.0,0.5,0.0
5.0,4.0,0.0,12.0,37.0,4.0,2.0,10.0,4.0,0.9166667,168.0,0.0,0.0,0.9508197,0.5833333,3.0,6.0,32.0,1.0,0.6,0.0
2.0,3.0,0.0,6.0,10.0,1.0,0.0,6.0,2.0,2.0,38.0,0.0,0.0,0.875,0.625,1.0,1.0,18.0,3.0,1.5,0.0
4.0,4.0,0.0,4.0,7.0,6.0,0.0,4.0,1.0,2.0,16.0,0.0,0.0,0.9032258,0.4375,2.0,2.0,3.0,1.0,0.75,0.0
5.0,4.0,0.0,9.0,14.0,8.0,0.0,9.0,1.0,1.0,48.0,0.0,0.0,0.8695652,0.5,2.0,4.0,8.0,1.0,0.6,0.0
5.0,7.0,0.0,14.0,18.0,4.0,0.0,14.0,1.0,0.9166667,75.0,0.0,0.0,0.88461536,0.6666667,2.0,3.0,13.4,1.0,0.6,0.0
8.0,1.0,0.0,5.0,28.0,4.0,1.0,5.0,8.0,0.7380952,269.0,1.0,0.0,0.0,0.41666666,0.0,0.0,31.875,2.0,1.0,0.0
2.0,3.0,0.0,10.0,17.0,1.0,0.0,10.0,2.0,2.0,63.0,0.0,0.0,0.85714287,0.6666667,1.0,1.0,30.5,6.0,3.0,0.0
6.0,3.0,0.0,10.0,26.0,9.0,0.0,10.0,6.0,0.7,143.0,0.5,0.0,0.8863636,0.33333334,2.0,6.0,22.5,14.0,3.3333333,0.0
5.0,5.0,0.0,13.0,17.0,4.0,0.0,13.0,1.0,0.9166667,58.0,0.0,0.0,0.875,0.6666667,2.0,3.0,10.0,1.0,0.6,0.0
2.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,0.96666664,1.0,1.0,1.0,2.5,1.0,0.5,0.0
3.0,3.0,0.0,9.0,32.0,1.0,0.0,9.0,2.0,0.8333333,168.0,0.33333334,0.0,0.85714287,0.6666667,2.0,2.0,54.0,12.0,4.0,0.0
6.0,5.0,0.0,9.0,20.0,15.0,0.0,9.0,3.0,2.0,80.0,0.0,0.0,0.95454544,0.33333334,1.0,1.0,12.333333,4.0,1.6666666,0.0
3.0,3.0,0.0,4.0,12.0,1.0,0.0,4.0,2.0,0.75,62.0,0.5,0.0,0.9375,0.625,0.0,0.0,19.0,2.0,0.6666667,0.0
7.0,6.0,0.0,22.0,27.0,9.0,0.0,22.0,2.0,0.8888889,102.0,0.0,0.0,0.8148148,0.7222222,2.0,3.0,13.142858,1.0,0.71428573,0.0
4.0,5.0,0.0,30.0,40.0,4.0,1.0,29.0,3.0,1.0,151.0,0.0,0.0,0.96363634,0.5555556,4.0,10.0,36.0,1.0,0.5,0.0
2.0,3.0,0.0,9.0,10.0,1.0,0.0,9.0,2.0,2.0,36.0,0.0,0.0,0.85714287,0.6666667,1.0,1.0,17.0,2.0,1.0,0.0
7.0,3.0,0.0,21.0,40.0,17.0,0.0,21.0,6.0,0.9583333,207.0,0.25,0.0,0.8214286,0.5,0.0,0.0,27.428572,7.0,1.5714285,0.0
4.0,4.0,0.0,17.0,38.0,4.0,1.0,16.0,3.0,1.0,160.0,0.0,0.0,0.9770115,0.5555556,3.0,8.0,38.25,1.0,0.5,0.0
3.0,1.0,0.0,15.0,20.0,3.0,8.0,7.0,1.0,2.0,133.0,0.0,0.0,0.0,0.33333334,0.0,0.0,43.333332,2.0,1.0,0.0
2.0,1.0,0.0,3.0,10.0,1.0,0.0,3.0,2.0,2.0,41.0,0.0,0.0,0.0,0.6666667,0.0,0.0,19.5,5.0,2.5,0.0
2.0,3.0,0.0,17.0,16.0,1.0,0.0,17.0,2.0,2.0,85.0,0.0,0.0,0.875,0.625,1.0,1.0,41.5,3.0,1.5,0.0
5.0,6.0,0.0,17.0,23.0,4.0,0.0,17.0,1.0,0.9166667,94.0,0.0,0.0,0.875,0.6666667,2.0,3.0,17.2,1.0,0.6,0.0
2.0,3.0,0.0,10.0,13.0,1.0,0.0,10.0,2.0,2.0,62.0,0.0,0.0,0.85714287,0.5833333,1.0,1.0,30.0,5.0,2.5,0.0
3.0,3.0,0.0,9.0,16.0,1.0,0.0,9.0,2.0,0.75,72.0,0.5,0.0,0.85714287,0.6666667,1.0,1.0,22.333334,4.0,1.3333334,0.0
4.0,2.0,0.0,8.0,33.0,0.0,1.0,7.0,1.0,0.6666667,193.0,0.5,0.0,0.8333333,0.5833333,1.0,1.0,46.75,2.0,1.0,0.0
2.0,2.0,0.0,24.0,36.0,1.0,0.0,24.0,2.0,2.0,176.0,0.0,0.0,0.8,0.6666667,1.0,1.0,87.0,1.0,0.5,0.0
8.0,4.0,1.0,32.0,50.0,8.0,1.0,31.0,1.0,0.71428573,377.0,0.5,0.0,0.8604651,0.3015873,1.0,8.0,45.875,27.0,6.125,0.0
6.0,6.0,0.0,13.0,19.0,3.0,0.0,13.0,1.0,0.8666667,73.0,0.0,0.0,0.84,0.73333335,2.0,3.0,10.666667,1.0,0.6666667,0.0
3.0,4.0,0.0,30.0,30.0,3.0,0.0,30.0,2.0,2.0,245.0,0.0,0.0,0.88235295,0.5714286,1.0,1.0,80.666664,8.0,3.0,0.0
6.0,6.0,0.0,17.0,22.0,3.0,0.0,17.0,1.0,0.8666667,85.0,0.0,0.0,0.84,0.73333335,2.0,3.0,12.666667,1.0,0.6666667,0.0
88.0,1.0,0.0,12.0,91.0,3822.0,0.0,12.0,88.0,0.9770115,264.0,1.0,0.0,0.0,0.09375,0.0,0.0,1.9886364,1.0,0.9886364,0.0
2.0,3.0,0.0,21.0,20.0,1.0,0.0,21.0,2.0,1.0,96.0,0.0,0.0,0.875,0.625,1.0,1.0,46.0,3.0,1.5,0.0
2.0,3.0,0.0,7.0,6.0,1.0,0.0,7.0,2.0,2.0,26.0,0.0,0.0,0.85714287,0.625,1.0,1.0,12.0,2.0,1.0,0.0
2.0,3.0,0.0,4.0,4.0,1.0,0.0,4.0,2.0,2.0,12.0,0.0,0.0,0.85714287,0.6666667,1.0,1.0,5.0,1.0,0.5,0.0
5.0,5.0,0.0,15.0,19.0,4.0,0.0,15.0,1.0,0.9166667,75.0,0.0,0.0,0.875,0.6666667,2.0,3.0,13.4,1.0,0.6,0.0
3.0,1.0,0.0,9.0,19.0,3.0,0.0,9.0,3.0,2.0,60.0,0.0,0.0,0.0,0.7777778,0.0,0.0,19.0,1.0,0.6666667,0.0
4.0,6.0,0.0,9.0,13.0,4.0,0.0,9.0,1.0,1.0,43.0,0.0,0.0,0.9166667,0.5555556,2.0,2.0,9.0,1.0,0.5,0.0
5.0,7.0,0.0,12.0,17.0,4.0,0.0,12.0,1.0,0.9166667,68.0,0.0,0.0,0.88461536,0.6666667,2.0,4.0,12.0,1.0,0.6,0.0
4.0,6.0,0.0,9.0,13.0,4.0,0.0,9.0,1.0,1.0,43.0,0.0,0.0,0.9130435,0.5555556,2.0,2.0,9.0,1.0,0.5,0.0
5.0,7.0,0.0,14.0,18.0,4.0,0.0,14.0,1.0,0.9166667,79.0,0.0,0.0,0.88461536,0.6666667,2.0,3.0,14.2,1.0,0.6,0.0
4.0,4.0,0.0,5.0,8.0,6.0,0.0,5.0,1.0,1.3333334,22.0,1.0,0.0,0.9032258,0.4375,2.0,2.0,4.25,1.0,0.75,0.0
5.0,5.0,0.0,12.0,17.0,4.0,0.0,12.0,1.0,0.9166667,67.0,0.0,0.0,0.875,0.6666667,2.0,3.0,11.8,1.0,0.6,0.0
2.0,5.0,0.0,2.0,7.0,1.0,0.0,2.0,1.0,1.0,25.0,0.5,0.0,1.0,1.0,0.0,0.0,10.5,0.0,0.0,0.0
2.0,3.0,0.0,9.0,6.0,1.0,0.0,9.0,2.0,2.0,22.0,0.0,0.0,0.85714287,0.625,1.0,1.0,10.0,1.0,0.5,0.0
2.0,3.0,0.0,8.0,8.0,1.0,0.0,8.0,2.0,2.0,25.0,0.0,0.0,0.85714287,0.625,1.0,1.0,11.5,1.0,0.5,0.0
2.0,3.0,0.0,22.0,20.0,1.0,0.0,22.0,2.0,2.0,76.0,0.0,0.0,0.875,0.6,1.0,1.0,37.0,5.0,2.5,0.0
6.0,6.0,0.0,17.0,21.0,3.0,0.0,17.0,1.0,0.8666667,83.0,0.0,0.0,0.84615386,0.73333335,2.0,3.0,12.333333,1.0,0.6666667,0.0
5.0,6.0,0.0,13.0,17.0,4.0,0.0,13.0,1.0,0.9166667,62.0,0.0,0.0,0.875,0.6666667,2.0,3.0,10.8,1.0,0.6,0.0
8.0,1.0,0.0,5.0,28.0,4.0,1.0,5.0,8.0,0.7380952,269.0,1.0,0.0,0.0,0.41666666,0.0,0.0,31.875,2.0,1.0,0.0
5.0,5.0,0.0,26.0,43.0,8.0,1.0,25.0,4.0,1.0,216.0,0.0,0.0,0.9464286,0.45,4.0,10.0,41.6,6.0,1.6,0.0
14.0,1.0,0.0,47.0,57.0,85.0,17.0,30.0,12.0,0.96153843,364.0,0.25,0.0,0.0,0.11965812,0.0,0.0,24.714285,9.0,3.2142856,0.0
4.0,4.0,0.0,3.0,5.0,6.0,0.0,3.0,4.0,2.0,13.0,0.0,0.0,0.84210527,0.4375,1.0,1.0,2.25,1.0,0.75,0.0
4.0,4.0,0.0,4.0,7.0,6.0,0.0,4.0,1.0,2.0,16.0,0.0,0.0,0.9032258,0.4375,2.0,2.0,3.0,1.0,0.75,0.0
3.0,3.0,0.0,10.0,11.0,3.0,0.0,10.0,2.0,1.0,67.0,0.33333334,0.0,0.94736844,0.6666667,0.0,0.0,20.333334,3.0,1.0,0.0
2.0,3.0,0.0,11.0,15.0,1.0,0.0,11.0,2.0,2.0,64.0,0.0,0.0,0.875,0.6,1.0,1.0,31.0,6.0,3.0,0.0
2.0,3.0,0.0,8.0,12.0,1.0,0.0,8.0,2.0,2.0,50.0,0.0,0.0,0.875,0.625,1.0,1.0,24.0,3.0,1.5,0.0
2.0,1.0,0.0,10.0,21.0,1.0,0.0,10.0,2.0,2.0,54.0,0.0,0.0,0.0,0.6666667,0.0,0.0,26.0,1.0,0.5,0.0
1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,7.0,0.0,25.0,28.0,4.0,0.0,25.0,1.0,0.9166667,94.0,0.0,0.0,0.88461536,0.6666667,2.0,3.0,17.2,1.0,0.6,0.0
7.0,6.0,0.0,18.0,24.0,9.0,0.0,18.0,2.0,0.8888889,91.0,0.0,0.0,0.8148148,0.7222222,2.0,3.0,11.571428,1.0,0.71428573,0.0
5.0,1.0,0.0,29.0,54.0,4.0,2.0,27.0,2.0,0.8,460.0,0.4,0.0,0.0,0.46875,0.0,0.0,90.0,1.0,0.6,1.0
0.0,1.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,4.0,0.0,4.0,7.0,6.0,0.0,4.0,1.0,2.0,16.0,0.0,0.0,0.9032258,0.4375,2.0,2.0,3.0,1.0,0.75,0.0
6.0,6.0,0.0,17.0,22.0,3.0,0.0,17.0,1.0,0.8666667,85.0,0.0,0.0,0.84615386,0.73333335,2.0,3.0,12.666667,1.0,0.6666667,0.0
2.0,3.0,0.0,10.0,8.0,1.0,0.0,10.0,2.0,2.0,26.0,0.0,0.0,0.85714287,0.625,1.0,1.0,12.0,1.0,0.5,0.0
4.0,5.0,0.0,20.0,31.0,4.0,3.0,17.0,3.0,1.0,163.0,0.0,0.0,0.96363634,0.5555556,4.0,9.0,39.0,1.0,0.5,0.0
5.0,6.0,0.0,17.0,20.0,4.0,0.0,17.0,1.0,0.9166667,73.0,0.0,0.0,0.875,0.6666667,2.0,3.0,13.0,1.0,0.6,0.0
4.0,5.0,0.0,23.0,34.0,4.0,1.0,22.0,3.0,1.0,208.0,0.0,0.0,0.96363634,0.5555556,4.0,10.0,49.75,1.0,0.5,0.0
2.0,3.0,0.0,12.0,12.0,1.0,0.0,12.0,2.0,2.0,46.0,0.0,0.0,0.85714287,0.6666667,1.0,1.0,22.0,3.0,1.5,0.0
2.0,3.0,0.0,15.0,13.0,1.0,0.0,15.0,2.0,2.0,82.0,0.0,0.0,0.85714287,0.625,1.0,1.0,40.0,7.0,3.5,0.0
2.0,3.0,0.0,6.0,11.0,1.0,0.0,6.0,2.0,2.0,40.0,0.0,0.0,0.85714287,0.6666667,1.0,1.0,19.0,3.0,1.5,0.0
6.0,7.0,0.0,17.0,22.0,3.0,0.0,17.0,1.0,0.8666667,85.0,0.0,0.0,0.84615386,0.73333335,2.0,3.0,12.666667,1.0,0.6666667,0.0
7.0,6.0,0.0,27.0,30.0,9.0,0.0,27.0,2.0,0.8888889,128.0,0.0,0.0,0.8148148,0.7222222,2.0,3.0,16.857143,1.0,0.71428573,0.0
2.0,4.0,0.0,33.0,32.0,1.0,0.0,33.0,2.0,2.0,250.0,0.0,0.0,0.9375,0.625,2.0,2.0,124.0,1.0,0.5,0.0
4.0,3.0,0.0,18.0,44.0,4.0,0.0,18.0,3.0,1.0833334,503.0,0.75,1.0,0.7777778,0.4,1.0,1.0,123.75,9.0,3.5,1.0
3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,10.0,0.0,0.0,0.8,1.0,1.0,1.0,2.3333333,1.0,0.6666667,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,0.0,17.0,25.0,1.0,0.0,17.0,2.0,2.0,107.0,0.0,0.0,0.875,0.625,2.0,2.0,52.5,7.0,3.5,0.0
3.0,2.0,0.0,25.0,59.0,1.0,0.0,25.0,2.0,0.8888889,396.0,0.22222222,0.0,0.9285714,0.75,0.0,0.0,128.0,8.0,2.6666667,0.0
14.0,1.0,0.0,29.0,64.0,49.0,6.0,23.0,14.0,0.9366516,560.0,0.5882353,0.0,0.0,0.24285714,0.0,0.0,37.785713,15.0,2.142857,0.0
2.0,3.0,0.0,14.0,20.0,1.0,0.0,14.0,2.0,2.0,67.0,0.0,0.0,0.875,0.6,1.0,1.0,32.5,5.0,2.5,0.0
2.0,2.0,0.0,26.0,27.0,1.0,0.0,26.0,2.0,2.0,129.0,0.0,0.0,0.8,0.6666667,1.0,1.0,63.5,1.0,0.5,0.0
6.0,4.0,0.0,9.0,15.0,13.0,0.0,9.0,1.0,1.0,51.0,0.0,0.0,0.8333333,0.53333336,2.0,4.0,7.0,1.0,0.6666667,0.0
6.0,5.0,0.0,16.0,25.0,3.0,5.0,11.0,5.0,0.8666667,181.0,0.0,0.0,0.9298246,0.73333335,4.0,9.0,28.666666,1.0,0.6666667,0.0
5.0,6.0,0.0,17.0,21.0,4.0,0.0,17.0,1.0,0.9166667,82.0,0.0,0.0,0.875,0.6666667,2.0,3.0,14.8,1.0,0.6,0.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
5.0,6.0,0.0,16.0,22.0,4.0,0.0,16.0,1.0,0.9166667,111.0,0.0,0.0,0.875,0.6666667,2.0,3.0,20.6,1.0,0.6,0.0
4.0,1.0,0.0,3.0,21.0,4.0,3.0,0.0,3.0,0.6666667,116.0,0.33333334,0.0,0.0,0.45,0.0,0.0,27.25,2.0,1.0,0.0
