:wmc,:dit,:noc,:cbo,:rfc,:lcom,:ca,:ce,:npm,:lcom3,:loc,:dam,:moa,:mfa,:cam,:ic,:cbm,:amc,:max_cc,:avg_cc,:bug
2.0,3.0,0.0,8.0,7.0,1.0,0.0,8.0,2.0,2.0,24.0,0.0,0.0,0.85714287,0.625,1.0,1.0,11.0,1.0,0.5,1.0
56.0,1.0,0.0,601.0,144.0,1540.0,549.0,53.0,55.0,0.9818182,922.0,0.0,0.0,0.0,0.067857146,0.0,0.0,15.446428,6.0,1.8035715,1.0
4.0,3.0,2.0,6.0,18.0,6.0,2.0,4.0,1.0,2.0,157.0,0.0,0.0,0.9302326,0.625,1.0,2.0,38.25,2.0,1.0,0.0
8.0,5.0,13.0,23.0,24.0,26.0,13.0,10.0,2.0,0.9285714,81.0,0.5,0.0,0.92424244,0.26785713,2.0,2.0,8.875,2.0,0.75,0.0
2.0,3.0,0.0,27.0,53.0,1.0,0.0,27.0,2.0,2.0,256.0,0.0,0.0,0.85714287,0.625,1.0,1.0,127.0,1.0,0.5,0.0
5.0,2.0,0.0,50.0,98.0,8.0,0.0,50.0,1.0,0.9166667,647.0,0.33333334,0.0,0.8235294,0.35714287,1.0,3.0,127.8,19.0,5.2,1.0
2.0,4.0,0.0,7.0,6.0,1.0,0.0,7.0,1.0,2.0,19.0,0.0,0.0,0.8888889,0.625,1.0,1.0,8.5,1.0,0.5,0.0
4.0,2.0,0.0,6.0,14.0,0.0,1.0,5.0,4.0,0.44444445,72.0,0.33333334,1.0,0.85714287,0.5,0.0,0.0,16.25,2.0,1.25,0.0
2.0,4.0,0.0,13.0,27.0,1.0,0.0,13.0,1.0,1.0,121.0,0.33333334,0.0,0.9787234,0.75,2.0,2.0,58.0,14.0,7.0,0.0
2.0,3.0,0.0,19.0,28.0,1.0,0.0,19.0,2.0,1.0,132.0,0.0,0.0,0.85714287,0.625,1.0,1.0,64.5,1.0,0.5,1.0
3.0,4.0,0.0,4.0,13.0,3.0,0.0,4.0,1.0,2.0,40.0,0.0,0.0,0.95652175,0.5555556,2.0,4.0,12.333333,2.0,1.0,0.0
2.0,2.0,0.0,17.0,16.0,1.0,0.0,17.0,2.0,2.0,60.0,0.0,0.0,0.8,0.6666667,1.0,1.0,29.0,1.0,0.5,0.0
2.0,4.0,0.0,11.0,17.0,1.0,0.0,11.0,1.0,1.0,71.0,0.5,0.0,0.9787234,0.75,1.0,1.0,33.5,6.0,3.0,0.0
6.0,7.0,0.0,63.0,137.0,11.0,0.0,63.0,2.0,0.82857144,1133.0,1.0,0.0,0.95,0.30952382,5.0,17.0,186.66667,25.0,6.1666665,1.0
5.0,6.0,0.0,8.0,14.0,8.0,0.0,8.0,1.0,1.0,45.0,0.0,0.0,0.88,0.5,3.0,3.0,7.4,1.0,0.6,0.0
2.0,5.0,0.0,2.0,6.0,1.0,0.0,2.0,1.0,2.0,18.0,0.0,0.0,0.94736844,1.0,1.0,1.0,8.0,2.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,0.0,8.0,10.0,1.0,0.0,8.0,2.0,2.0,37.0,0.0,0.0,0.85714287,0.625,1.0,1.0,17.5,1.0,0.5,0.0
3.0,6.0,0.0,14.0,22.0,3.0,0.0,14.0,1.0,1.0,161.0,0.0,0.0,0.9661017,0.6666667,2.0,2.0,51.666668,1.0,0.6666667,0.0
1.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0
3.0,3.0,0.0,2.0,17.0,1.0,0.0,2.0,2.0,2.0,56.0,0.0,0.0,0.85714287,0.5,1.0,1.0,17.666666,2.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,4.0,0.0,17.0,32.0,15.0,0.0,17.0,1.0,1.0857143,398.0,0.42857143,0.0,0.8979592,0.5555556,1.0,2.0,64.166664,1.0,0.8333333,0.0
8.0,2.0,0.0,47.0,62.0,28.0,0.0,47.0,2.0,0.85714287,393.0,0.0,0.0,0.7307692,0.32142857,0.0,0.0,47.625,11.0,2.5,1.0
5.0,6.0,0.0,14.0,67.0,8.0,0.0,14.0,2.0,0.9,299.0,0.4,0.0,0.9574468,0.36666667,3.0,8.0,57.8,5.0,2.6,0.0
2.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,0.97727275,1.0,2.0,3.0,2.5,1.0,0.5,0.0
7.0,6.0,1.0,21.0,48.0,15.0,2.0,19.0,4.0,0.9444444,276.0,0.0,0.0,0.91803277,0.5,5.0,12.0,38.0,1.0,0.71428573,0.0
5.0,5.0,2.0,18.0,27.0,0.0,2.0,16.0,2.0,0.75,382.0,0.4,0.0,0.9361702,0.36,2.0,3.0,73.4,1.0,0.6,0.0
6.0,4.0,0.0,15.0,48.0,3.0,1.0,14.0,5.0,0.8666667,216.0,0.0,0.0,0.87096775,0.52,3.0,3.0,34.5,1.0,0.6666667,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,0.0,10.0,4.0,1.0,0.0,10.0,2.0,2.0,11.0,0.0,0.0,0.9,0.625,1.0,1.0,4.5,1.0,0.5,1.0
2.0,3.0,0.0,10.0,9.0,1.0,0.0,10.0,2.0,2.0,71.0,0.0,0.0,0.85714287,0.625,1.0,1.0,34.5,1.0,0.5,0.0
3.0,1.0,0.0,8.0,18.0,3.0,0.0,8.0,3.0,1.4,79.0,0.0,0.0,0.0,0.6666667,0.0,0.0,23.666666,2.0,1.0,0.0
3.0,1.0,0.0,21.0,24.0,1.0,3.0,18.0,1.0,0.75,140.0,0.5,0.0,0.0,0.5,0.0,0.0,45.0,1.0,0.33333334,0.0
2.0,3.0,0.0,9.0,13.0,1.0,0.0,9.0,2.0,2.0,53.0,0.0,0.0,0.85714287,0.625,1.0,1.0,25.5,1.0,0.5,0.0
1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0
6.0,6.0,0.0,29.0,58.0,15.0,0.0,29.0,3.0,1.2,376.0,0.0,0.0,0.8780488,0.53333336,4.0,5.0,61.5,1.0,0.8333333,1.0
4.0,2.0,0.0,13.0,26.0,4.0,0.0,13.0,3.0,0.8333333,141.0,0.5,0.0,0.94285715,0.73333335,1.0,3.0,33.75,5.0,1.5,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,6.0,0.0,31.0,61.0,4.0,0.0,31.0,1.0,0.7619048,496.0,0.14285715,0.0,0.96153843,0.7777778,1.0,1.0,121.25,14.0,5.5,0.0
2.0,3.0,0.0,11.0,14.0,1.0,0.0,11.0,2.0,2.0,40.0,0.0,0.0,0.85714287,0.625,1.0,1.0,19.0,1.0,0.5,0.0
2.0,7.0,0.0,5.0,5.0,1.0,0.0,5.0,1.0,2.0,12.0,0.0,0.0,0.96875,0.75,1.0,1.0,5.0,1.0,0.5,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0
5.0,7.0,0.0,19.0,35.0,8.0,0.0,19.0,2.0,0.75,166.0,1.0,0.0,0.9591837,0.36666667,4.0,11.0,32.0,4.0,1.4,0.0
3.0,2.0,0.0,3.0,17.0,1.0,0.0,3.0,2.0,1.5,125.0,1.0,0.0,0.6666667,0.44444445,0.0,0.0,40.333332,4.0,1.6666666,0.0
2.0,3.0,0.0,14.0,16.0,1.0,0.0,14.0,2.0,2.0,53.0,0.0,0.0,0.85714287,0.625,1.0,1.0,25.5,1.0,0.5,0.0
6.0,4.0,0.0,21.0,48.0,11.0,0.0,21.0,2.0,0.87142855,640.0,0.2857143,0.0,0.9166667,0.45,1.0,3.0,103.333336,15.0,3.1666667,0.0
4.0,5.0,2.0,14.0,37.0,4.0,2.0,12.0,2.0,0.8333333,233.0,0.0,0.0,0.9607843,0.5555556,1.0,2.0,56.75,1.0,0.5,0.0
2.0,3.0,0.0,12.0,7.0,1.0,0.0,12.0,2.0,2.0,26.0,0.0,0.0,0.9,0.625,1.0,1.0,12.0,1.0,0.5,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,0.0,34.0,37.0,1.0,0.0,34.0,2.0,2.0,214.0,0.0,0.0,0.93333334,0.6,1.0,1.0,106.0,1.0,0.5,1.0
1.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0
2.0,3.0,0.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,8.0,0.0,0.0,0.85714287,1.0,1.0,1.0,3.0,1.0,0.5,0.0
2.0,3.0,0.0,18.0,17.0,1.0,0.0,18.0,2.0,2.0,77.0,0.0,0.0,0.85714287,0.625,1.0,1.0,37.5,1.0,0.5,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,5.0,0.0,25.0,50.0,4.0,1.0,24.0,3.0,1.0,285.0,0.0,0.0,0.9607843,0.5555556,4.0,10.0,69.5,1.0,0.5,0.0
2.0,4.0,0.0,4.0,4.0,1.0,0.0,4.0,1.0,2.0,11.0,0.0,0.0,0.90909094,1.0,1.0,1.0,4.5,1.0,0.5,0.0
2.0,3.0,0.0,12.0,15.0,1.0,0.0,12.0,2.0,2.0,58.0,0.0,0.0,0.85714287,0.625,1.0,1.0,28.0,1.0,0.5,0.0
2.0,3.0,0.0,17.0,13.0,1.0,0.0,17.0,2.0,2.0,51.0,0.0,0.0,0.85714287,0.625,1.0,1.0,24.5,1.0,0.5,0.0
2.0,3.0,0.0,19.0,17.0,1.0,0.0,19.0,2.0,1.0,66.0,0.0,0.0,0.85714287,0.625,1.0,1.0,31.5,1.0,0.5,0.0
2.0,3.0,0.0,24.0,21.0,1.0,0.0,24.0,2.0,1.0,89.0,0.0,0.0,0.85714287,0.625,1.0,1.0,43.0,1.0,0.5,0.0
2.0,3.0,0.0,8.0,8.0,1.0,0.0,8.0,2.0,2.0,27.0,0.0,0.0,0.85714287,0.625,1.0,1.0,12.5,1.0,0.5,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,2.0,0.0,38.0,82.0,9.0,0.0,38.0,2.0,0.75555557,396.0,0.7777778,0.0,0.7916667,0.5,1.0,1.0,63.5,4.0,1.8333334,1.0
1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0
2.0,4.0,0.0,34.0,27.0,1.0,0.0,34.0,2.0,2.0,189.0,0.0,0.0,0.93333334,0.6,1.0,1.0,92.5,1.0,0.5,0.0
2.0,3.0,0.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,8.0,0.0,0.0,0.85714287,1.0,1.0,1.0,3.0,1.0,0.5,0.0
2.0,3.0,0.0,8.0,12.0,1.0,0.0,8.0,2.0,2.0,48.0,0.0,0.0,0.85714287,0.625,1.0,1.0,23.0,4.0,2.0,0.0
