:wmc,:dit,:noc,:cbo,:rfc,:lcom,:ca,:ce,:npm,:lcom3,:loc,:dam,:moa,:mfa,:cam,:ic,:cbm,:amc,:max_cc,:avg_cc,:bug
2.0,3.0,0.0,28.0,25.0,1.0,0.0,28.0,2.0,1.0,157.0,0.0,0.0,0.85714287,0.625,1.0,1.0,75.5,1.0,0.5,0.0
3.0,2.0,0.0,7.0,7.0,3.0,0.0,7.0,1.0,2.0,23.0,0.0,0.0,0.6,0.6666667,1.0,1.0,6.6666665,1.0,0.6666667,0.0
1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,5.0,0.0,5.0,8.0,3.0,3.0,2.0,2.0,1.1666666,29.0,0.0,0.0,0.9655172,1.0,3.0,3.0,7.6666665,1.0,0.33333334,0.0
5.0,1.0,0.0,16.0,12.0,10.0,1.0,15.0,5.0,2.0,50.0,0.0,0.0,0.0,0.72,0.0,0.0,9.0,1.0,0.8,0.0
2.0,3.0,0.0,23.0,22.0,1.0,0.0,23.0,2.0,1.0,142.0,0.0,0.0,0.85714287,0.625,1.0,1.0,68.5,1.0,0.5,0.0
5.0,5.0,0.0,18.0,24.0,4.0,2.0,16.0,4.0,0.9375,133.0,0.0,0.0,0.8965517,0.6666667,2.0,2.0,24.8,1.0,0.6,0.0
1.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,2.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0
2.0,5.0,0.0,7.0,10.0,1.0,0.0,7.0,2.0,2.0,37.0,0.0,0.0,0.8888889,0.75,1.0,1.0,17.5,2.0,1.0,0.0
2.0,6.0,0.0,5.0,9.0,1.0,0.0,5.0,2.0,2.0,26.0,0.0,0.0,0.9777778,0.6666667,0.0,0.0,12.0,1.0,0.5,0.0
2.0,3.0,0.0,16.0,17.0,1.0,0.0,16.0,2.0,1.0,66.0,0.0,0.0,0.85714287,0.625,2.0,2.0,31.5,1.0,0.5,0.0
2.0,4.0,0.0,5.0,5.0,1.0,0.0,5.0,2.0,2.0,12.0,0.0,0.0,0.9722222,0.6666667,2.0,2.0,5.0,1.0,0.5,0.0
2.0,4.0,0.0,6.0,6.0,1.0,0.0,6.0,2.0,2.0,16.0,0.0,0.0,0.9722222,0.6666667,2.0,2.0,7.0,1.0,0.5,0.0
2.0,4.0,0.0,20.0,22.0,1.0,0.0,20.0,2.0,1.0,82.0,0.0,0.0,0.9285714,0.625,1.0,1.0,39.5,1.0,0.5,0.0
3.0,1.0,0.0,3.0,7.0,3.0,1.0,2.0,2.0,1.0,34.0,0.0,1.0,0.0,0.75,0.0,0.0,10.0,2.0,0.6666667,0.0
2.0,3.0,0.0,12.0,12.0,1.0,0.0,12.0,2.0,2.0,36.0,0.0,0.0,0.85714287,0.625,1.0,1.0,17.0,1.0,0.5,0.0
4.0,6.0,0.0,10.0,14.0,4.0,0.0,10.0,1.0,1.0,49.0,0.0,0.0,0.9259259,0.5555556,2.0,2.0,10.5,1.0,0.5,0.0
3.0,4.0,0.0,21.0,25.0,1.0,0.0,21.0,2.0,0.75,98.0,0.0,0.0,0.9722222,0.6666667,3.0,3.0,31.0,1.0,0.33333334,0.0
31.0,1.0,0.0,100.0,154.0,453.0,52.0,48.0,29.0,0.9777778,1768.0,0.16666667,0.0,0.0,0.17142858,0.0,0.0,55.83871,20.0,3.419355,1.0
17.0,1.0,0.0,106.0,64.0,134.0,74.0,32.0,15.0,0.975,360.0,0.2,0.0,0.0,0.21428572,0.0,0.0,19.882353,6.0,2.3529413,1.0
2.0,4.0,0.0,5.0,5.0,1.0,0.0,5.0,2.0,2.0,12.0,0.0,0.0,0.9722222,0.6666667,2.0,2.0,5.0,1.0,0.5,0.0
6.0,5.0,0.0,13.0,16.0,13.0,0.0,13.0,3.0,1.0,51.0,0.0,0.0,0.8333333,0.36,3.0,4.0,7.0,1.0,0.6666667,0.0
2.0,3.0,0.0,28.0,23.0,1.0,0.0,28.0,2.0,1.0,139.0,0.0,0.0,0.85714287,0.625,1.0,1.0,66.5,1.0,0.5,0.0
1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2.0,1.0,0.0,6.0,11.0,1.0,0.0,6.0,2.0,1.0,61.0,0.0,0.0,0.0,0.6666667,0.0,0.0,28.5,4.0,2.0,0.0
5.0,5.0,0.0,18.0,48.0,8.0,0.0,18.0,2.0,0.96875,333.0,0.125,0.0,0.9347826,0.34375,1.0,2.0,64.0,3.0,1.0,1.0
4.0,8.0,0.0,3.0,9.0,6.0,1.0,2.0,1.0,1.1111112,32.0,0.0,0.0,0.94285715,1.0,3.0,3.0,6.25,1.0,0.5,0.0
2.0,3.0,0.0,22.0,20.0,1.0,0.0,22.0,2.0,1.0,100.0,0.0,0.0,0.85714287,0.625,1.0,1.0,47.5,1.0,0.5,0.0
5.0,5.0,0.0,6.0,10.0,10.0,0.0,6.0,1.0,2.0,30.0,0.0,0.0,0.9183673,0.7,1.0,2.0,5.0,2.0,1.0,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2.0,5.0,0.0,42.0,60.0,1.0,0.0,42.0,2.0,1.0,544.0,0.0,0.0,0.9375,0.6,1.0,1.0,270.0,1.0,0.5,0.0
7.0,8.0,0.0,15.0,20.0,19.0,0.0,15.0,3.0,1.0,62.0,0.0,0.0,0.8611111,0.33333334,4.0,6.0,7.428571,1.0,0.71428573,0.0
7.0,4.0,0.0,23.0,32.0,15.0,0.0,23.0,3.0,0.9583333,125.0,0.0,0.0,0.7916667,0.6111111,2.0,4.0,16.285715,2.0,0.85714287,0.0
6.0,4.0,0.0,37.0,60.0,9.0,0.0,37.0,2.0,0.93333334,457.0,0.0,0.0,0.82608694,0.6,2.0,4.0,74.666664,1.0,0.6666667,0.0
3.0,4.0,0.0,1.0,8.0,3.0,0.0,1.0,3.0,1.0,26.0,0.0,0.0,0.9591837,1.0,1.0,3.0,7.3333335,2.0,1.0,0.0
2.0,3.0,0.0,12.0,12.0,1.0,0.0,12.0,2.0,1.0,63.0,0.0,0.0,0.85714287,0.625,1.0,1.0,29.5,1.0,0.5,0.0
2.0,4.0,0.0,33.0,39.0,1.0,0.0,33.0,2.0,1.0,372.0,0.0,0.0,0.9285714,0.625,1.0,1.0,182.5,1.0,0.5,0.0
1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
1.0,1.0,0.0,5.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,5.0,0.0,10.0,14.0,8.0,0.0,10.0,2.0,1.0,46.0,0.0,0.0,0.8695652,0.5,3.0,3.0,7.6,1.0,0.6,0.0
2.0,3.0,0.0,10.0,10.0,1.0,0.0,10.0,2.0,2.0,29.0,0.0,0.0,0.85714287,0.625,1.0,1.0,13.5,1.0,0.5,0.0
7.0,4.0,0.0,22.0,32.0,13.0,0.0,22.0,3.0,0.9166667,161.0,0.0,0.0,0.7916667,0.4,3.0,5.0,21.428572,5.0,1.2857143,0.0
8.0,4.0,0.0,21.0,34.0,20.0,0.0,21.0,3.0,0.95238096,189.0,0.0,0.0,0.76,0.37142858,2.0,4.0,21.875,3.0,1.0,0.0
2.0,2.0,0.0,10.0,15.0,1.0,0.0,10.0,2.0,1.5,64.0,0.5,0.0,0.8,0.6666667,1.0,1.0,30.0,1.0,0.5,0.0
4.0,5.0,0.0,12.0,20.0,4.0,0.0,12.0,2.0,0.9444444,360.0,0.0,0.0,0.93333334,0.375,2.0,2.0,87.5,1.0,0.75,0.0
2.0,4.0,0.0,16.0,15.0,1.0,0.0,16.0,2.0,1.0,68.0,0.0,0.0,0.9285714,0.625,1.0,1.0,32.0,1.0,0.5,0.0
5.0,3.0,0.0,17.0,37.0,0.0,0.0,17.0,4.0,0.875,725.0,0.16666667,0.0,0.85714287,0.4,0.0,0.0,141.6,8.0,3.2,0.0
1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2.0,3.0,0.0,26.0,33.0,1.0,0.0,26.0,2.0,1.0,375.0,0.0,0.0,0.85714287,0.625,1.0,1.0,185.0,1.0,0.5,1.0
31.0,1.0,0.0,89.0,95.0,391.0,54.0,36.0,26.0,0.8047619,1017.0,0.14285715,0.0,0.0,0.15490197,0.0,0.0,31.580645,7.0,2.2903225,1.0
2.0,4.0,0.0,16.0,16.0,1.0,0.0,16.0,2.0,1.0,60.0,0.0,0.0,0.9285714,0.625,1.0,1.0,28.5,1.0,0.5,0.0
5.0,3.0,0.0,12.0,32.0,2.0,0.0,12.0,1.0,0.875,332.0,0.375,0.0,0.9318182,0.5,2.0,4.0,63.8,3.0,1.0,0.0
19.0,1.0,0.0,68.0,46.0,169.0,49.0,19.0,15.0,0.9722222,379.0,0.5,0.0,0.0,0.22222222,0.0,0.0,18.842106,3.0,1.1052631,0.0
2.0,3.0,0.0,15.0,11.0,1.0,0.0,15.0,2.0,2.0,47.0,0.0,0.0,0.85714287,0.5833333,1.0,1.0,22.5,1.0,0.5,1.0
7.0,7.0,0.0,17.0,20.0,21.0,3.0,14.0,5.0,1.0555556,103.0,0.0,0.0,0.8611111,0.75,5.0,5.0,13.285714,3.0,1.5714285,0.0
2.0,3.0,0.0,10.0,12.0,1.0,0.0,10.0,2.0,1.0,50.0,0.0,0.0,0.85714287,0.625,1.0,1.0,23.5,1.0,0.5,0.0
3.0,4.0,0.0,8.0,23.0,1.0,0.0,8.0,1.0,0.8333333,117.0,0.33333334,0.0,0.9787234,0.75,1.0,1.0,37.0,10.0,3.3333333,0.0
2.0,4.0,0.0,23.0,22.0,1.0,0.0,23.0,2.0,1.0,129.0,0.0,0.0,0.9285714,0.625,1.0,1.0,62.0,1.0,0.5,0.0
6.0,5.0,0.0,22.0,58.0,3.0,2.0,20.0,5.0,0.85,699.0,0.25,0.0,0.9183673,0.73333335,2.0,4.0,114.833336,1.0,0.6666667,0.0
2.0,4.0,0.0,19.0,15.0,1.0,0.0,19.0,2.0,1.0,84.0,0.0,0.0,0.9285714,0.625,1.0,1.0,40.0,1.0,0.5,0.0
2.0,3.0,0.0,2.0,6.0,1.0,0.0,2.0,1.0,2.0,14.0,1.0,0.0,0.9285714,0.75,1.0,1.0,5.5,1.0,0.5,0.0
2.0,3.0,0.0,22.0,23.0,1.0,0.0,22.0,2.0,2.0,100.0,0.0,0.0,0.85714287,0.625,1.0,1.0,49.0,1.0,0.5,0.0
4.0,6.0,0.0,10.0,14.0,4.0,0.0,10.0,1.0,1.0,49.0,0.0,0.0,0.9259259,0.5555556,2.0,2.0,10.5,1.0,0.5,0.0
2.0,3.0,0.0,8.0,12.0,1.0,0.0,8.0,2.0,1.0,44.0,0.0,0.0,0.85714287,0.625,1.0,1.0,20.5,3.0,1.5,0.0
15.0,1.0,0.0,31.0,47.0,33.0,8.0,23.0,13.0,0.8979592,528.0,0.0,0.0,0.0,0.3809524,0.0,0.0,33.733334,4.0,2.1333334,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2.0,4.0,0.0,15.0,13.0,1.0,0.0,15.0,2.0,1.0,46.0,0.0,0.0,0.9285714,0.625,1.0,1.0,21.5,1.0,0.5,0.0
2.0,3.0,0.0,7.0,7.0,1.0,0.0,7.0,2.0,2.0,14.0,0.0,0.0,0.85714287,0.625,1.0,1.0,6.0,1.0,0.5,0.0
2.0,4.0,0.0,23.0,21.0,1.0,0.0,23.0,2.0,1.0,88.0,0.0,0.0,0.9285714,0.625,1.0,1.0,42.5,1.0,0.5,0.0
5.0,5.0,0.0,20.0,25.0,8.0,0.0,20.0,2.0,1.0,85.0,0.0,0.0,0.875,0.5,2.0,3.0,15.4,1.0,0.6,0.0
4.0,5.0,0.0,3.0,9.0,6.0,1.0,2.0,1.0,1.1111112,32.0,0.0,0.0,0.92,1.0,2.0,2.0,6.25,1.0,0.5,0.0
6.0,5.0,0.0,22.0,30.0,9.0,0.0,22.0,2.0,0.95,156.0,0.0,0.0,0.8333333,0.6,3.0,4.0,24.333334,1.0,0.6666667,0.0
2.0,3.0,0.0,11.0,11.0,1.0,0.0,11.0,2.0,1.0,62.0,0.0,0.0,0.85714287,0.625,1.0,1.0,29.0,1.0,0.5,1.0
5.0,4.0,0.0,1.0,10.0,10.0,0.0,1.0,3.0,1.0,48.0,0.0,0.0,0.9245283,1.0,1.0,3.0,8.2,2.0,1.2,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2.0,3.0,0.0,15.0,14.0,1.0,0.0,15.0,2.0,1.0,65.0,0.0,0.0,0.85714287,0.625,1.0,1.0,31.0,1.0,0.5,0.0
2.0,3.0,0.0,17.0,19.0,1.0,0.0,17.0,2.0,1.0,64.0,0.0,0.0,0.85714287,0.625,1.0,1.0,30.5,1.0,0.5,0.0
2.0,1.0,0.0,20.0,31.0,1.0,0.0,20.0,2.0,2.0,116.0,0.0,0.0,0.0,0.6666667,0.0,0.0,57.0,4.0,2.0,0.0
2.0,3.0,0.0,16.0,13.0,1.0,0.0,16.0,2.0,2.0,64.0,0.0,0.0,0.85714287,0.625,1.0,1.0,31.0,7.0,3.5,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2.0,3.0,0.0,14.0,12.0,1.0,0.0,14.0,2.0,2.0,41.0,0.0,0.0,0.85714287,0.625,1.0,1.0,19.5,3.0,1.5,0.0
6.0,3.0,1.0,7.0,12.0,15.0,2.0,5.0,3.0,1.0,41.0,0.0,0.0,0.84615386,0.7,1.0,1.0,5.5,1.0,0.6666667,0.0
5.0,7.0,0.0,22.0,23.0,4.0,6.0,16.0,4.0,0.9166667,131.0,0.0,0.0,0.90909094,0.6666667,3.0,3.0,24.6,1.0,0.6,0.0
1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
4.0,7.0,4.0,16.0,14.0,6.0,4.0,12.0,1.0,1.0,97.0,0.0,0.0,0.93939394,0.5555556,2.0,2.0,22.0,1.0,0.5,0.0
2.0,1.0,0.0,12.0,10.0,1.0,1.0,11.0,2.0,2.0,29.0,0.0,0.0,0.0,0.625,0.0,0.0,13.5,1.0,0.5,0.0
9.0,3.0,0.0,27.0,63.0,18.0,0.0,27.0,7.0,0.8541667,1158.0,0.16666667,0.0,0.72,0.40625,0.0,0.0,127.0,14.0,3.3333333,0.0
2.0,3.0,0.0,25.0,20.0,1.0,0.0,25.0,2.0,1.0,141.0,0.0,0.0,0.85714287,0.625,1.0,1.0,67.0,1.0,0.5,0.0
5.0,5.0,0.0,9.0,15.0,10.0,0.0,9.0,1.0,1.0,62.0,0.0,0.0,0.9130435,0.7,2.0,3.0,11.0,3.0,1.2,0.0
2.0,4.0,0.0,19.0,18.0,1.0,0.0,19.0,2.0,1.0,185.0,0.0,0.0,0.9285714,0.625,1.0,1.0,89.0,1.0,0.5,1.0
2.0,4.0,0.0,18.0,21.0,1.0,0.0,18.0,2.0,1.0,112.0,0.0,0.0,0.9285714,0.625,1.0,1.0,54.5,1.0,0.5,0.0
2.0,1.0,0.0,12.0,12.0,1.0,1.0,11.0,2.0,2.0,33.0,0.0,0.0,0.0,0.625,0.0,0.0,15.5,1.0,0.5,0.0
2.0,3.0,0.0,12.0,11.0,1.0,0.0,12.0,2.0,2.0,37.0,0.0,0.0,0.85714287,0.625,1.0,1.0,17.5,1.0,0.5,0.0
3.0,4.0,0.0,26.0,27.0,1.0,0.0,26.0,2.0,0.8333333,134.0,0.0,0.0,0.9285714,0.625,1.0,1.0,42.666668,1.0,0.33333334,0.0
2.0,3.0,0.0,19.0,9.0,1.0,0.0,19.0,2.0,2.0,53.0,0.0,0.0,0.85714287,0.5833333,1.0,1.0,25.5,1.0,0.5,0.0
2.0,3.0,0.0,13.0,12.0,1.0,0.0,13.0,2.0,1.0,66.0,0.0,0.0,0.85714287,0.625,1.0,1.0,31.0,1.0,0.5,0.0
2.0,3.0,0.0,16.0,15.0,1.0,0.0,16.0,2.0,2.0,71.0,0.0,0.0,0.85714287,0.625,1.0,1.0,34.5,1.0,0.5,0.0
2.0,3.0,0.0,14.0,15.0,1.0,0.0,14.0,2.0,2.0,45.0,0.0,0.0,0.85714287,0.625,1.0,1.0,21.5,1.0,0.5,0.0
3.0,2.0,0.0,5.0,5.0,3.0,0.0,5.0,1.0,2.0,15.0,0.0,0.0,0.6,0.6666667,1.0,1.0,4.0,1.0,0.6666667,0.0
8.0,5.0,0.0,30.0,44.0,0.0,12.0,18.0,7.0,0.85714287,337.0,0.0,0.0,0.88235295,0.8095238,2.0,6.0,40.625,1.0,0.75,1.0
2.0,4.0,0.0,16.0,15.0,1.0,0.0,16.0,2.0,1.0,60.0,0.0,0.0,0.9285714,0.625,1.0,1.0,28.5,1.0,0.5,0.0
3.0,4.0,0.0,10.0,18.0,1.0,0.0,10.0,2.0,0.75,54.0,0.5,0.0,0.9285714,0.625,1.0,1.0,16.333334,1.0,0.33333334,0.0
2.0,1.0,0.0,7.0,5.0,1.0,1.0,6.0,2.0,2.0,14.0,0.0,0.0,0.0,0.625,0.0,0.0,6.0,1.0,0.5,0.0
5.0,5.0,0.0,11.0,16.0,8.0,0.0,11.0,2.0,1.0,54.0,0.0,0.0,0.8695652,0.5,3.0,3.0,9.2,1.0,0.6,0.0
3.0,2.0,0.0,7.0,8.0,3.0,0.0,7.0,3.0,2.0,28.0,0.0,0.0,0.6666667,0.5555556,1.0,1.0,8.333333,2.0,1.0,0.0
5.0,5.0,0.0,10.0,14.0,8.0,0.0,10.0,2.0,1.0,46.0,0.0,0.0,0.8695652,0.5,3.0,3.0,7.6,1.0,0.6,0.0
5.0,1.0,0.0,16.0,12.0,10.0,1.0,15.0,5.0,2.0,50.0,0.0,0.0,0.0,0.72,0.0,0.0,9.0,1.0,0.8,0.0
2.0,4.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,0.0,0.9583333,1.0,1.0,1.0,9.5,2.0,1.0,0.0
2.0,5.0,0.0,14.0,12.0,1.0,0.0,14.0,2.0,2.0,59.0,0.0,0.0,0.8888889,0.75,1.0,1.0,28.5,2.0,1.0,0.0
4.0,5.0,0.0,12.0,13.0,4.0,3.0,9.0,3.0,1.0,52.0,0.0,0.0,0.9574468,0.5555556,2.0,4.0,11.25,1.0,0.5,0.0
3.0,4.0,0.0,24.0,49.0,1.0,0.0,24.0,2.0,1.0,1588.0,0.6,0.0,0.9285714,0.625,1.0,1.0,526.6667,1.0,0.33333334,0.0
