:wmc,:dit,:noc,:cbo,:rfc,:lcom,:ca,:ce,:npm,:lcom3,:loc,:dam,:moa,:mfa,:cam,:ic,:cbm,:amc,:max_cc,:avg_cc,:bug
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
15.0,2.0,0.0,36.0,93.0,79.0,0.0,36.0,2.0,0.9183673,1045.0,0.64285713,1.0,0.3,0.2060606,0.0,0.0,67.73333,28.0,5.733333,0.0
3.0,3.0,0.0,4.0,6.0,3.0,0.0,4.0,2.0,1.5,28.0,1.0,0.0,0.8666667,0.5555556,1.0,1.0,8.0,3.0,1.3333334,0.0
2.0,1.0,0.0,6.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,1.0,1.0,0.0
2.0,3.0,0.0,2.0,7.0,1.0,0.0,2.0,1.0,2.0,22.0,1.0,0.0,0.9285714,0.75,1.0,1.0,9.5,1.0,0.5,0.0
2.0,3.0,0.0,16.0,37.0,1.0,0.0,16.0,2.0,1.0,135.0,0.0,0.0,0.8,0.75,1.0,1.0,66.0,5.0,2.5,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
52.0,1.0,0.0,84.0,139.0,1264.0,51.0,33.0,50.0,0.98550725,2441.0,0.3043478,0.0,0.0,0.12066365,0.0,0.0,45.5,13.0,5.5,1.0
9.0,2.0,0.0,8.0,23.0,20.0,5.0,5.0,7.0,0.8125,111.0,1.0,0.0,0.7647059,0.33333334,1.0,1.0,10.888889,5.0,1.3333334,0.0
11.0,1.0,0.0,34.0,88.0,29.0,2.0,32.0,5.0,0.8636364,639.0,0.45454547,0.0,0.0,0.31666666,0.0,0.0,56.090908,12.0,3.8181818,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.0,1.0,0.0,40.0,86.0,28.0,0.0,40.0,7.0,0.91071427,690.0,0.2857143,0.0,0.0,0.375,0.0,0.0,74.888885,10.0,4.4444447,1.0
26.0,1.0,0.0,10.0,67.0,171.0,3.0,8.0,20.0,0.916,1006.0,0.95,0.0,0.0,0.195,0.0,0.0,36.923077,18.0,2.6153846,0.0
5.0,1.0,0.0,5.0,47.0,2.0,1.0,5.0,2.0,0.75,426.0,0.6666667,1.0,0.0,0.45,0.0,0.0,83.6,5.0,1.8,0.0
1.0,1.0,0.0,5.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0
3.0,3.0,0.0,6.0,19.0,1.0,1.0,5.0,2.0,0.75,59.0,0.5,0.0,0.9285714,0.6666667,2.0,4.0,18.0,2.0,0.6666667,0.0
11.0,1.0,0.0,13.0,60.0,55.0,1.0,12.0,9.0,2.0,417.0,0.0,0.0,0.0,0.42424244,0.0,0.0,36.909092,13.0,4.181818,0.0
22.0,2.0,0.0,1.0,23.0,209.0,0.0,1.0,21.0,0.96031743,150.0,0.6666667,0.0,0.3939394,0.3452381,1.0,5.0,5.2727275,1.0,0.90909094,0.0
17.0,1.0,0.0,18.0,39.0,110.0,3.0,16.0,13.0,0.9375,321.0,0.44444445,0.0,0.0,0.3125,0.0,0.0,17.352942,2.0,1.1764706,0.0
4.0,1.0,0.0,14.0,34.0,2.0,1.0,13.0,3.0,0.8333333,176.0,0.33333334,0.0,0.0,0.5555556,0.0,0.0,41.5,11.0,3.25,0.0
6.0,5.0,0.0,5.0,11.0,15.0,3.0,2.0,6.0,1.2,33.0,1.0,0.0,0.962963,0.625,1.0,1.0,4.3333335,1.0,0.16666667,0.0
2.0,1.0,0.0,5.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0
4.0,3.0,1.0,12.0,8.0,6.0,12.0,0.0,4.0,1.3333334,21.0,0.0,0.0,1.0,0.6666667,0.0,0.0,4.0,0.0,0.0,0.0
1.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,2.0,0.0,10.0,26.0,1.0,0.0,10.0,2.0,1.0,161.0,0.0,0.0,0.9285714,0.75,0.0,0.0,78.0,8.0,4.0,0.0
16.0,1.0,0.0,8.0,40.0,96.0,2.0,6.0,8.0,0.8333333,719.0,0.8333333,1.0,0.0,0.49333334,0.0,0.0,43.1875,5.0,2.0625,0.0
11.0,1.0,0.0,33.0,87.0,55.0,1.0,32.0,5.0,1.1,592.0,1.0,0.0,0.0,0.3181818,0.0,0.0,52.727272,9.0,3.6363637,1.0
2.0,3.0,0.0,9.0,10.0,1.0,0.0,9.0,2.0,2.0,30.0,0.0,0.0,0.9583333,0.6666667,2.0,2.0,14.0,1.0,0.5,0.0
3.0,5.0,0.0,12.0,24.0,3.0,0.0,12.0,3.0,1.5,69.0,1.0,0.0,0.96153843,1.0,3.0,8.0,21.666666,5.0,2.0,0.0
2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,0.6666667,0.0,0.0,7.5,3.0,1.5,0.0
1.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
3.0,2.0,0.0,8.0,13.0,1.0,4.0,4.0,2.0,1.0,65.0,0.0,0.0,0.84615386,0.6666667,0.0,0.0,20.333334,2.0,1.0,0.0
4.0,1.0,0.0,2.0,4.0,6.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,1.0,1.0,0.0
8.0,3.0,0.0,10.0,23.0,26.0,1.0,9.0,7.0,0.984127,220.0,0.22222222,0.0,0.68421054,0.39285713,0.0,0.0,25.375,1.0,0.75,0.0
5.0,1.0,0.0,3.0,6.0,10.0,2.0,1.0,5.0,2.0,16.0,0.0,0.0,0.0,0.6,0.0,0.0,2.2,1.0,0.8,0.0
7.0,2.0,0.0,8.0,55.0,1.0,0.0,8.0,3.0,1.1216216,691.0,0.972973,0.0,0.77272725,0.44444445,1.0,2.0,92.42857,14.0,2.857143,0.0
4.0,5.0,0.0,3.0,12.0,6.0,1.0,3.0,3.0,1.0,47.0,0.0,1.0,0.90625,0.6666667,2.0,2.0,10.5,1.0,0.75,0.0
2.0,2.0,0.0,13.0,15.0,1.0,0.0,13.0,2.0,1.0,52.0,0.0,0.0,0.8,0.6666667,1.0,1.0,24.5,3.0,1.5,0.0
9.0,3.0,0.0,2.0,20.0,0.0,0.0,2.0,9.0,0.625,88.0,1.0,0.0,0.9433962,0.23809524,1.0,2.0,8.444445,2.0,0.7777778,0.0
4.0,2.0,16.0,37.0,23.0,6.0,16.0,21.0,4.0,1.0,144.0,0.0,0.0,0.5714286,0.41666666,1.0,1.0,34.5,1.0,0.75,0.0
4.0,5.0,0.0,4.0,10.0,6.0,1.0,4.0,3.0,1.0,37.0,0.0,1.0,0.90625,0.6666667,2.0,2.0,8.0,1.0,0.75,0.0
2.0,3.0,0.0,3.0,8.0,1.0,0.0,3.0,2.0,2.0,22.0,0.0,0.0,0.85714287,0.6666667,0.0,0.0,10.0,1.0,0.5,0.0
10.0,1.0,0.0,9.0,10.0,45.0,7.0,2.0,10.0,2.0,10.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,1.0,1.0,0.0
13.0,1.0,0.0,9.0,14.0,56.0,0.0,9.0,13.0,0.8333333,68.0,1.0,0.0,0.0,0.2735043,0.0,0.0,3.9230769,1.0,0.9230769,0.0
2.0,1.0,0.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,21.0,0.0,1.0,0.0,0.6666667,0.0,0.0,9.0,1.0,0.5,0.0
5.0,1.0,0.0,11.0,45.0,4.0,0.0,11.0,3.0,1.0,289.0,0.6,0.0,0.0,0.3125,0.0,0.0,55.8,6.0,2.2,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,3.0,0.0,25.0,93.0,203.0,1.0,25.0,6.0,0.9125874,1789.0,0.61538464,0.0,0.46153846,0.25524476,0.0,0.0,76.21739,17.0,2.3043478,1.0
1.0,2.0,0.0,5.0,10.0,0.0,1.0,4.0,1.0,2.0,34.0,0.0,0.0,1.0,1.0,1.0,1.0,33.0,0.0,0.0,0.0
2.0,3.0,0.0,5.0,7.0,1.0,0.0,5.0,1.0,2.0,26.0,1.0,0.0,0.9285714,0.75,1.0,1.0,11.5,4.0,2.0,0.0
22.0,2.0,0.0,1.0,23.0,209.0,0.0,1.0,21.0,0.96031743,146.0,0.6666667,0.0,0.3939394,0.3452381,1.0,5.0,5.090909,1.0,0.90909094,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.75,0.0,0.0,2.0,1.0,0.5,0.0
3.0,3.0,0.0,11.0,33.0,0.0,0.0,11.0,3.0,0.5,210.0,0.5,0.0,0.9,0.5,0.0,0.0,68.333336,1.0,0.6666667,0.0
12.0,3.0,0.0,61.0,119.0,34.0,0.0,61.0,6.0,0.8811189,1192.0,0.42307693,2.0,0.5833333,0.3116883,1.0,1.0,96.166664,17.0,3.5833333,1.0
3.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.8888889,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
33.0,1.0,0.0,65.0,137.0,510.0,21.0,46.0,31.0,0.98125,1150.0,0.2,0.0,0.0,0.090073526,0.0,0.0,33.39394,10.0,2.7272727,0.0
7.0,1.0,0.0,22.0,8.0,15.0,20.0,2.0,7.0,0.8333333,34.0,1.0,0.0,0.0,0.35714287,0.0,0.0,3.4285715,1.0,0.85714287,0.0
3.0,1.0,0.0,3.0,11.0,3.0,0.0,3.0,2.0,1.0,52.0,0.0,0.0,0.0,0.33333334,0.0,0.0,15.666667,2.0,1.3333334,0.0
3.0,1.0,0.0,13.0,3.0,3.0,7.0,6.0,3.0,2.0,3.0,0.0,0.0,0.0,0.6111111,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,2.0,0.0,13.0,29.0,0.0,2.0,11.0,1.0,1.0,270.0,1.0,0.0,0.85714287,0.75,1.0,1.0,133.0,3.0,1.5,0.0
4.0,1.0,0.0,6.0,4.0,6.0,6.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,1.0,1.0,0.0
5.0,5.0,2.0,7.0,9.0,10.0,5.0,2.0,5.0,1.25,28.0,1.0,0.0,0.962963,0.65,1.0,1.0,4.4,1.0,0.2,0.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,2.0,0.0,10.0,25.0,1.0,0.0,10.0,2.0,1.0,76.0,0.0,0.0,0.8,0.6666667,1.0,1.0,36.5,1.0,0.5,0.0
3.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,0.5,14.0,1.0,0.0,0.0,0.6666667,0.0,0.0,3.3333333,1.0,0.6666667,0.0
10.0,1.0,0.0,12.0,63.0,23.0,0.0,12.0,4.0,0.8181818,380.0,0.90909094,1.0,0.0,0.26666668,0.0,0.0,35.9,7.0,2.1,0.0
8.0,2.0,0.0,5.0,27.0,0.0,1.0,5.0,7.0,0.5714286,202.0,0.0,1.0,0.8636364,0.39583334,1.0,8.0,24.125,1.0,0.75,0.0
8.0,3.0,0.0,27.0,70.0,26.0,0.0,27.0,2.0,0.95238096,756.0,0.33333334,0.0,0.5,0.3809524,1.0,1.0,93.125,29.0,7.25,0.0
2.0,1.0,0.0,4.0,7.0,0.0,1.0,4.0,1.0,0.0,20.0,0.0,1.0,0.0,0.6666667,0.0,0.0,8.5,1.0,0.5,0.0
1.0,1.0,0.0,5.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
25.0,1.0,0.0,18.0,47.0,250.0,3.0,16.0,21.0,0.94551283,429.0,0.61538464,0.0,0.0,0.33333334,0.0,0.0,15.64,2.0,1.12,0.0
9.0,2.0,1.0,14.0,38.0,30.0,1.0,13.0,4.0,0.875,144.0,0.5,0.0,0.7083333,0.625,0.0,0.0,14.777778,5.0,1.7777778,0.0
9.0,4.0,0.0,7.0,16.0,34.0,0.0,7.0,9.0,0.975,66.0,0.8,0.0,0.8596491,1.0,0.0,0.0,5.7777777,2.0,1.1111112,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
4.0,6.0,0.0,4.0,8.0,6.0,3.0,1.0,4.0,1.3333334,27.0,1.0,0.0,1.0,0.7,0.0,0.0,5.5,0.0,0.0,0.0
3.0,1.0,0.0,4.0,11.0,3.0,1.0,3.0,2.0,1.0,94.0,0.0,0.0,0.0,0.33333334,0.0,0.0,29.0,4.0,2.0,0.0
3.0,3.0,0.0,6.0,19.0,1.0,1.0,5.0,2.0,0.75,59.0,0.5,0.0,0.9285714,0.6666667,2.0,4.0,18.0,2.0,0.6666667,0.0
4.0,2.0,0.0,9.0,15.0,6.0,1.0,8.0,1.0,2.0,32.0,0.0,0.0,0.8,0.5833333,1.0,3.0,7.0,2.0,1.0,0.0
3.0,4.0,0.0,10.0,15.0,3.0,0.0,10.0,2.0,2.0,41.0,0.0,0.0,0.9787234,0.6666667,1.0,2.0,12.666667,2.0,1.0,1.0
3.0,1.0,0.0,9.0,22.0,3.0,0.0,9.0,3.0,1.0,76.0,0.0,0.0,0.0,0.7777778,0.0,0.0,24.0,2.0,1.0,0.0
5.0,2.0,86.0,87.0,17.0,8.0,86.0,1.0,3.0,0.875,62.0,0.5,0.0,0.7692308,0.41666666,1.0,2.0,11.0,2.0,0.8,0.0
5.0,6.0,0.0,3.0,9.0,10.0,1.0,2.0,5.0,1.25,28.0,1.0,0.0,0.962963,0.65,1.0,1.0,4.4,1.0,0.2,0.0
2.0,3.0,0.0,4.0,6.0,1.0,0.0,4.0,1.0,2.0,25.0,1.0,0.0,0.9285714,0.75,1.0,1.0,11.0,4.0,2.0,0.0
1.0,1.0,0.0,7.0,1.0,0.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,1.0,0.0,10.0,46.0,6.0,2.0,10.0,3.0,0.875,242.0,0.5,1.0,0.0,0.41666666,0.0,0.0,46.6,6.0,1.8,0.0
3.0,1.0,0.0,7.0,12.0,3.0,0.0,7.0,3.0,2.0,33.0,0.0,0.0,0.0,0.7777778,0.0,0.0,10.0,1.0,0.6666667,0.0
2.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.9230769,1.0,1.0,2.0,2.5,1.0,0.5,0.0
3.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,0.0,13.0,30.0,6.0,0.0,13.0,4.0,1.0,129.0,0.0,0.0,0.0,0.5625,0.0,0.0,31.0,3.0,1.25,0.0
3.0,1.0,0.0,4.0,11.0,3.0,1.0,3.0,2.0,1.0,115.0,0.0,0.0,0.0,0.33333334,0.0,0.0,35.666668,5.0,2.3333333,0.0
2.0,1.0,0.0,4.0,7.0,1.0,0.0,4.0,2.0,2.0,38.0,0.0,0.0,0.0,0.75,0.0,0.0,18.0,5.0,2.5,0.0
1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
5.0,1.0,0.0,16.0,45.0,10.0,1.0,15.0,3.0,2.0,167.0,0.0,0.0,0.0,0.2857143,0.0,0.0,32.4,5.0,2.4,0.0
2.0,1.0,0.0,12.0,19.0,1.0,0.0,12.0,2.0,2.0,72.0,0.0,0.0,0.0,0.6666667,0.0,0.0,35.0,3.0,1.5,0.0
9.0,1.0,0.0,1.0,10.0,28.0,1.0,0.0,9.0,0.875,44.0,1.0,0.0,0.0,0.7222222,0.0,0.0,3.4444444,1.0,0.8888889,0.0
2.0,1.0,0.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,51.0,0.0,0.0,0.0,0.75,0.0,0.0,24.5,9.0,4.5,0.0
8.0,1.0,0.0,59.0,21.0,26.0,57.0,2.0,6.0,0.9285714,94.0,0.5,0.0,0.0,0.25,0.0,0.0,10.5,4.0,2.0,1.0
4.0,3.0,0.0,21.0,45.0,4.0,0.0,21.0,2.0,1.0,278.0,0.6666667,0.0,0.8666667,0.5555556,3.0,3.0,67.75,15.0,4.0,0.0
9.0,4.0,0.0,7.0,16.0,34.0,0.0,7.0,9.0,0.975,66.0,0.8,0.0,0.8596491,1.0,0.0,0.0,5.7777777,2.0,1.1111112,0.0
2.0,2.0,0.0,6.0,7.0,1.0,0.0,6.0,2.0,2.0,27.0,0.0,0.0,0.6666667,0.75,0.0,0.0,12.5,1.0,0.5,0.0
17.0,1.0,1.0,14.0,81.0,0.0,1.0,13.0,1.0,0.5625,927.0,0.5,0.0,0.0,0.6666667,0.0,0.0,53.411766,7.0,3.235294,0.0
4.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,0.75,103.0,0.75,0.0,0.0,0.33333334,0.0,0.0,23.75,5.0,2.0,0.0
10.0,2.0,0.0,10.0,19.0,37.0,4.0,6.0,10.0,0.8888889,76.0,0.6666667,0.0,0.59090906,0.26,1.0,1.0,6.3,1.0,0.9,0.0
7.0,1.0,0.0,3.0,8.0,21.0,1.0,3.0,6.0,1.0,20.0,0.0,1.0,0.0,0.54285717,0.0,0.0,1.7142857,1.0,0.85714287,0.0
4.0,5.0,0.0,3.0,13.0,6.0,1.0,3.0,3.0,1.0,49.0,0.0,1.0,0.90625,0.6666667,2.0,2.0,11.0,1.0,0.75,0.0
3.0,4.0,0.0,2.0,4.0,3.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,0.9583333,0.6666667,0.0,0.0,2.0,1.0,0.6666667,0.0
9.0,1.0,0.0,3.0,14.0,34.0,1.0,3.0,8.0,0.875,41.0,0.0,1.0,0.0,0.3611111,0.0,0.0,3.4444444,1.0,0.8888889,0.0
5.0,2.0,0.0,17.0,39.0,8.0,0.0,17.0,2.0,1.0,274.0,0.2857143,0.0,0.8125,0.5,1.0,2.0,52.4,7.0,1.8,0.0
10.0,1.0,0.0,10.0,42.0,45.0,6.0,5.0,9.0,2.0,204.0,0.0,0.0,0.0,0.175,0.0,0.0,19.4,3.0,1.9,1.0
10.0,1.0,0.0,12.0,19.0,41.0,5.0,7.0,10.0,0.9259259,73.0,0.6666667,2.0,0.0,0.23333333,0.0,0.0,6.0,1.0,0.9,0.0
12.0,1.0,0.0,16.0,21.0,60.0,9.0,7.0,12.0,0.96363634,84.0,0.8,2.0,0.0,0.20238096,0.0,0.0,5.5833335,1.0,0.9166667,0.0
5.0,5.0,0.0,3.0,9.0,10.0,1.0,2.0,5.0,1.25,28.0,1.0,0.0,0.962963,0.65,1.0,1.0,4.4,1.0,0.2,0.0
6.0,1.0,0.0,7.0,9.0,15.0,0.0,7.0,6.0,2.0,22.0,0.0,0.0,0.0,0.5,0.0,0.0,2.6666667,1.0,0.8333333,0.0
1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,2.0,0.0,14.0,12.0,1.0,0.0,14.0,2.0,2.0,59.0,1.0,0.0,0.5,0.75,0.0,0.0,27.5,2.0,1.0,0.0
10.0,4.0,2.0,33.0,95.0,33.0,2.0,31.0,7.0,0.8666667,469.0,0.4,0.0,0.9191919,0.2777778,2.0,8.0,45.4,9.0,2.4,0.0
2.0,1.0,0.0,2.0,9.0,0.0,1.0,2.0,1.0,0.0,31.0,0.5,1.0,0.0,0.6666667,0.0,0.0,13.5,2.0,1.0,0.0
7.0,1.0,0.0,13.0,44.0,9.0,1.0,12.0,1.0,1.0277778,197.0,0.8333333,0.0,0.0,0.25,0.0,0.0,26.285715,2.0,0.85714287,0.0
2.0,5.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,17.0,0.0,0.0,0.9909091,0.625,1.0,1.0,7.5,1.0,0.5,0.0
24.0,1.0,0.0,26.0,32.0,200.0,17.0,9.0,24.0,0.9166667,522.0,1.0,9.0,0.0,0.125,0.0,0.0,20.25,22.0,1.8333334,0.0
3.0,3.0,0.0,8.0,24.0,1.0,1.0,7.0,2.0,0.8333333,111.0,0.33333334,0.0,0.9285714,0.6666667,2.0,3.0,35.0,5.0,1.6666666,0.0
2.0,1.0,0.0,2.0,11.0,1.0,1.0,1.0,1.0,2.0,31.0,0.0,0.0,0.0,0.5,0.0,0.0,14.5,2.0,1.0,0.0
2.0,1.0,0.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0
2.0,2.0,0.0,5.0,11.0,0.0,1.0,4.0,1.0,1.0,36.0,1.0,0.0,0.85714287,0.75,1.0,1.0,16.0,1.0,0.5,0.0
3.0,1.0,0.0,7.0,20.0,1.0,0.0,7.0,2.0,0.5,108.0,1.0,0.0,0.0,0.75,0.0,0.0,34.666668,4.0,1.3333334,0.0
3.0,3.0,0.0,5.0,12.0,1.0,0.0,5.0,2.0,0.5,58.0,1.0,0.0,0.9883721,0.6666667,2.0,2.0,18.0,2.0,0.6666667,0.0
2.0,3.0,0.0,5.0,6.0,1.0,0.0,5.0,1.0,2.0,27.0,1.0,0.0,0.9285714,0.75,1.0,1.0,12.0,3.0,1.5,0.0
